,Name,Accepts Cryptocurrency,All Day Breakfast,Available for Functions,BYO,BYO Cake,BYO Food,Beer,Beer Tasting,Breakfast,Brunch,Buffet,Category 1,Category 2,Catering Available,Corkage Fee Charged,Cost,Craft Beer,Cuisine 1,Cuisine 2,Cuisine 3,Cuisine 4,Cuisine 5,Dairy Free,Degustation,Delivery Only,Desserts and Bakes,Drive Thru,Entry Fee,FODMAP Friendly,Farm-to-Table,Feed Me Menu,Free Parking,Full Bar Available,Garden,Gastro Pub,Gin Tasting,Gluten Free Options,Group Bookings Available,Group Meal,High Tea,Home Delivery,Indoor Seating,Izakaya,Kaiseki,Kid Friendly,Known For,Kosher,Live Entertainment,Live Music,Live Sports Screening,Location 1,Location 2,Location 3,Location 4,Location 5,Lunch Menu,Luxury Dining,Natural Wine,Nightlife,No Alcohol Available,Number of Blogs,Number of Photos,Number of Reviews,Omakase Available,Open 24/7,Outdoor Seating,Payments,Pet Friendly,Pram Friendly,Pre-Theatre Menu,Rating,Restricted Entry,Rooftop,Sake,Seating Not Available,Serves Alcohol,Serves Cocktails,Serves Halal,Set Menu,Shared Plates,Shisha,Smoking Area,Soju,Split Bills,Sports Bar,Sushi Train,Table Reservation Not Required,Table booking for Groups,Table booking not available,Table booking recommended,Table reservation required,Takeaway Available,Takeaway Only,Total Opening Hours (Weekly),Vegan Options,Vegetarian Friendly,Waterfront,Wheelchair Accessible,Whisky Tasting,Wifi,Wine,Wine Cellar,Wine Tasting,Wine and Beer,VADER Score (Compound),TextBlob Score,TextBlob Score (Categorical)
70,CBD Kebabs,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Fast Food,Not specified,Not specified,Not specified,30.0,Not specified,Fast Food,Kebab,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Australia,Melbourne,CBD,Flinders Street,Not specified,Not specified,Not specified,Not specified,Not specified,True,3.0,31.0,98.0,Not specified,Not specified,Not specified,Cash and Cards accepted,Not specified,Not specified,Not specified,4.1,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,0.0,Not specified,True,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,0.7353124999999998,0.2441182882583274,Positive
71,Mavis the Grocer,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,True,Not specified,Café,Not specified,Not specified,Not specified,40.0,Not specified,Healthy Food,Cafe Food,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,True,"Sustainable, ethical brunch fair",Not specified,Not specified,Not specified,Not specified,Australia,Melbourne,Inner East,Abbotsford,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,2.0,68.0,75.0,Not specified,Not specified,True,Cash and Cards accepted,Not specified,Not specified,Not specified,3.9,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,True,Not specified,56.5,Not specified,True,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,True,0.618007575757576,0.2087056833561402,Positive
72,Between 2 Buns,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Fast Food,Not specified,Not specified,Not specified,40.0,Not specified,American,Burger,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Fresh burgers & decadent shakes with a family-run vibe,Not specified,Not specified,Not specified,Not specified,Australia,Melbourne,Inner West,Altona,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,2.0,134.0,166.0,Not specified,Not specified,True,Cash and Cards accepted,Not specified,Not specified,Not specified,4.1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,63.0,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,0.96595,0.3516666666666667,Positive
73,Morris and Heath,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,True,Not specified,Café,Not specified,True,Not specified,50.0,Not specified,Coffee and Tea,Cafe Food,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Australia,Melbourne,Western Suburb,Hoppers Crossing,Not specified,Not specified,Not specified,Not specified,Not specified,True,3.0,120.0,99.0,Not specified,Not specified,True,Cash and Cards accepted,Not specified,Not specified,Not specified,4.1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,61.0,Not specified,True,Not specified,True,Not specified,True,Not specified,Not specified,Not specified,Not specified,0.7385415384615382,0.33640948698215545,Positive
74,Chinger Biang Biang Noodle,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Casual Dining,Not specified,Not specified,Not specified,30.0,Not specified,Asian,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Australia,Melbourne,Inner North,Carlton,Not specified,Not specified,Not specified,Not specified,Not specified,True,,71.0,68.0,Not specified,Not specified,Not specified,Cash only,Not specified,Not specified,Not specified,4.0,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,True,Not specified,24.0,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,0.53214,0.2640254795358962,Positive
75,Parkside,Not specified,True,True,Not specified,Not specified,Not specified,Not specified,Not specified,True,True,Not specified,Café,Not specified,Not specified,Not specified,40.0,Not specified,Modern Australian,Cafe Food,Coffee and Tea,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Australia,Melbourne,Inner North,Parkville,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,,25.0,28.0,Not specified,Not specified,True,Cash and Cards accepted,True,Not specified,Not specified,3.8,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,51.0,True,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,0.7000071428571427,0.3150249465316429,Positive
76,Seoul Kitchen,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Food Court,Fast Food,Not specified,Not specified,50.0,Not specified,Korean,Asian,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Australia,Melbourne,CBD,La Trobe Street,Not specified,Not specified,Not specified,Not specified,Not specified,True,,27.0,46.0,Not specified,Not specified,Not specified,Cash and Cards accepted,Not specified,Not specified,Not specified,2.7,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,67.0,Not specified,True,Not specified,True,Not specified,True,Not specified,Not specified,Not specified,Not specified,0.3372,0.04790277777777774,Negative
77,Stuzzi,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Casual Dining,Not specified,Not specified,Not specified,80.0,Not specified,Italian,Mediterranean,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,True,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,True,Modern Australian dining with an Italian twist,Not specified,Not specified,Not specified,Not specified,Australia,Melbourne,Northern Suburb,Northcote,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,5.0,118.0,360.0,Not specified,Not specified,True,Cash and Cards accepted,True,Not specified,Not specified,3.5,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,True,Not specified,101.5,True,True,Not specified,True,Not specified,True,Not specified,Not specified,Not specified,Not specified,0.5042946619217087,0.20189106897953465,Positive
78,Corner & Bench,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,True,Not specified,Café,Not specified,Not specified,Not specified,50.0,Not specified,Coffee and Tea,Cafe Food,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Australia,Melbourne,CBD,Bourke Street,Not specified,Not specified,Not specified,Not specified,Not specified,True,2.0,123.0,188.0,Not specified,Not specified,True,"Cash,Cards and EFTPOS accepted",Not specified,Not specified,Not specified,4.2,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,True,Not specified,46.25,True,True,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,0.7884573426573425,0.3501913915297177,Positive
79,The Independent,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Casual Dining,Not specified,Not specified,Not specified,120.0,Not specified,Argentine,Modern Australian,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,True,Local produce transformed into an Argentinean menu,Not specified,Not specified,Not specified,Not specified,Australia,Melbourne,Yarra Valley and Dandenong Ranges,Gembrook,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,7.0,121.0,131.0,Not specified,Not specified,True,Cash and Cards accepted,Not specified,Not specified,Not specified,4.3,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,42.0,True,True,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,0.8469882352941179,0.3562442308345592,Positive
80,INES Wine Bar,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Wine Bar,Casual Dining,Not specified,Not specified,100.0,True,Italian,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,True,Not specified,True,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,A classic European style wine bar with old-school vibes,Not specified,True,True,Not specified,Australia,Melbourne,Inner South,Windsor,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,1.0,26.0,36.0,Not specified,Not specified,Not specified,Cash and Cards accepted,Not specified,Not specified,Not specified,4.3,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,40.0,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,0.9518599999999999,0.34630478251906827,Positive
81,Ampang Ria,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Casual Dining,Not specified,Not specified,Not specified,75.0,Not specified,Chinese,Indonesian,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Australia,Melbourne,Eastern Suburb,Doncaster East,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,,29.0,37.0,Not specified,Not specified,Not specified,Cash and Cards accepted,Not specified,Not specified,Not specified,2.6,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,True,Not specified,35.0,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,0.12506470588235294,0.05976954534471949,Negative
82,Tea Bag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Beverage Shop,Not specified,Not specified,Not specified,,Not specified,Bubble Tea,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Australia,Melbourne,Eastern Suburb,Glen Waverley,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,,0.0,8.0,Not specified,Not specified,Not specified,Cash and Cards accepted,Not specified,Not specified,Not specified,3.1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,0.7720250000000001,0.13885957792207793,Negative
83,Mimi's Pizza,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Casual Dining,Not specified,Not specified,Not specified,85.0,Not specified,Mediterranean,Pizza,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,True,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Australia,Melbourne,Eastern Suburb,Camberwell,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,,41.0,190.0,Not specified,Not specified,True,Cash and Cards accepted,Not specified,Not specified,Not specified,3.8,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,True,Not specified,35.0,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,0.4982934131736522,0.2303230581384434,Positive
84,Urban Provodore,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Café,Not specified,Not specified,Not specified,,Not specified,Coffee and Tea,Cafe Food,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Australia,Melbourne,Northern Suburb,Tullamarine,"Melbourne International Airport, Tullamarine",Not specified,Not specified,Not specified,Not specified,Not specified,1.0,44.0,59.0,Not specified,Not specified,Not specified,Cash and Cards accepted,Not specified,Not specified,Not specified,3.8,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,129.5,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,0.6965345454545455,0.3075379706032304,Positive
85,Confucius Says...,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Casual Dining,Not specified,Not specified,Not specified,90.0,Not specified,Chinese,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Australia,Melbourne,Inner North,Carlton,Not specified,Not specified,Not specified,Not specified,Not specified,True,1.0,29.0,34.0,Not specified,Not specified,Not specified,Cash and Cards accepted,Not specified,Not specified,Not specified,3.4,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,True,Not specified,35.0,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,0.7538199999999999,0.28237582479249146,Positive
86,Shop Ramen,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Casual Dining,Not specified,Not specified,Not specified,35.0,Not specified,Japanese,Ramen,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Fresh Ramen with a Western twist,Not specified,Not specified,Not specified,Not specified,Australia,Melbourne,Inner North,Fitzroy,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,22.0,223.0,491.0,Not specified,Not specified,True,Cash and Cards accepted,Not specified,Not specified,Not specified,4.0,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,True,Not specified,31.5,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,0.5326000000000001,0.12701719576719578,Negative
87,Demitri's Feast,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Casual Dining,Bar,Not specified,Not specified,55.0,True,Greek,Grill,Bar Food,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,True,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,"Greek mezze bar with a wide range of ouza, cocktails & shared plates",Not specified,Not specified,Not specified,Not specified,Australia,Melbourne,Inner East,Richmond,Not specified,Not specified,Not specified,Not specified,True,Not specified,29.0,132.0,664.0,Not specified,Not specified,True,Cash and Cards accepted,Not specified,Not specified,Not specified,4.4,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,True,Not specified,52.5,True,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,0.7569134275618371,0.3259259633563249,Positive
88,Co Thu Quan,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Casual Dining,Not specified,Not specified,Not specified,25.0,Not specified,Asian,Vietnamese,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Australia,Melbourne,Inner West,Footscray,Not specified,Not specified,Not specified,Not specified,Not specified,True,14.0,131.0,130.0,Not specified,Not specified,Not specified,Cash and Cards accepted,Not specified,Not specified,Not specified,4.1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,True,Not specified,74.5,Not specified,True,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,0.673609375,0.3143524535967907,Positive
89,Pier Farm,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Casual Dining,Not specified,Not specified,Not specified,120.0,True,Seafood,Italian,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Australia,Melbourne,Inner West,Williamstown,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,4.0,155.0,291.0,Not specified,Not specified,True,Cash and Cards accepted,Not specified,Not specified,Not specified,4.1,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,21.0,True,True,True,True,Not specified,True,Not specified,Not specified,Not specified,Not specified,0.5236155737704918,0.25692960250333924,Positive
90,Little Ramen Bar,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Casual Dining,Not specified,Not specified,Not specified,60.0,Not specified,Japanese,Ramen,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,True,Ramen with authentic Japanese flavour in a fast service environment,Not specified,Not specified,Not specified,Not specified,Australia,Melbourne,CBD,Little Bourke Street,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,44.0,458.0,1412.0,Not specified,Not specified,True,Cash and Cards accepted,Not specified,Not specified,Not specified,4.2,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,True,Not specified,24.0,True,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,0.6298921722113503,0.24663861295395625,Positive
91,Cheeky Monkey,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,True,True,Not specified,Café,Not specified,Not specified,Not specified,50.0,Not specified,Coffee and Tea,Cafe Food,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,"Classic breakfast options in a rustic, industrial style cafe",Not specified,Not specified,Not specified,Not specified,Australia,Melbourne,Inner East,Richmond,Not specified,Not specified,Not specified,Not specified,Not specified,True,6.0,99.0,336.0,Not specified,Not specified,True,Cash and Cards accepted,Not specified,Not specified,Not specified,4.1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,63.0,True,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,0.9709666666666666,0.3763437950937951,Positive
92,Meat in the Middle,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Casual Dining,Not specified,Not specified,Not specified,45.0,True,Burger,Kebab,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,True,Not specified,Not specified,True,Charcoal souvlaki and gourmet burgers,Not specified,Not specified,Not specified,Not specified,Australia,Melbourne,Eastern Suburb,Glen Waverley,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,10.0,243.0,288.0,Not specified,Not specified,True,Cash and Cards accepted,Not specified,Not specified,Not specified,4.0,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,True,Not specified,72.0,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,0.7075111111111112,0.29458063541396867,Positive
93,Khai's Kitchen,Not specified,Not specified,Not specified,True,Not specified,Not specified,True,Not specified,True,Not specified,Not specified,Casual Dining,Not specified,Not specified,Not specified,50.0,Not specified,Vietnamese,Asian,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Australia,Melbourne,Eastern Suburb,Noble Park,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,,33.0,26.0,Not specified,Not specified,Not specified,Cash only,Not specified,Not specified,Not specified,4.0,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,True,Not specified,77.0,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,0.87952,0.3204929475027515,Positive
